Transaction_date,Transaction time,Product,Price,Payment_Type,Name,City,State,Country,Latitude,Longitude
1/2/21,17:14:33,product7,1042,Visa,Patrick,Lexington                   ,MA,United States,42.44722,-71.225
1/2/21,17:14:36,product9,49,Diners,Heather,Ooltewah                    ,TN,United States,35.075,-85.06222
1/2/21,17:14:37,product2,456,Mastercard,nihan,Roanoke                     ,VA,United States,37.20556,-80.03778
1/2/21,17:14:43,product4,199,Visa,Nicole,Neuchatel,Neuchatel,Switzerland,47,6.9666667
1/2/21,17:14:44,product5,544,Mastercard,KeithMichelle,Houston                     ,TX,United States,29.76306,-95.36306
1/2/21,17:14:47,product1,824,Visa,Natasha,Milano,Lombardy,Italy,45.4666667,9.2
1/2/21,17:14:55,product7,1042,Visa,Dr. Claudia,Oslo,Oslo,Norway,59.9166667,10.75
1/2/21,17:14:57,product5,544,Visa,Scott ,Royal Oak                   ,MI,United States,42.48944,-83.14472
1/2/21,17:14:59,product1,824,Amex,Family in,London,England,United Kingdom,51.51334,-0.08895
1/2/21,17:15:02,product5,544,Amex,Nicola,Bruxelles,Brussels (Bruxelles),Belgium,50.8333333,4.3333333
1/2/21,17:15:04,product4,199,Diners,Mona,Kelowna,British Columbia,Canada,49.9,-119.4833333
1/2/21,17:15:10,product4,199,Visa,Erica,Leesburg                    ,VA,United States,39.11556,-77.56389
1/2/21,17:15:12,product7,1042,Visa,nathalie,Calgary,Alberta,Canada,51.0833333,-114.0833333
1/2/21,17:15:13,product4,199,Mastercard,June ,Beachwood                   ,OH,United States,41.46444,-81.50889
1/2/21,17:15:16,product2,456,Mastercard,Nikki,New Rochelle                ,NY,United States,40.91139,-73.78278
1/2/21,17:15:19,product3,289,Mastercard,Caroline and Jonathan,Chichester,England,United Kingdom,50.8333333,-0.7833333
1/2/21,17:15:20,product8,659,Visa,Therese,Los Angeles                 ,CA,United States,34.05222,-118.24278
1/2/21,17:15:21,product9,49,Visa,Hans,Knoxville                   ,TN,United States,35.96056,-83.92083
1/2/21,17:15:22,product6,442,Diners,Paul,Burnaby,British Columbia,Canada,49.25,-122.95
1/2/21,17:15:40,product9,49,Mastercard,Judy,Washington                  ,DC,United States,38.895,-77.03667
1/2/21,17:15:43,product1,824,Mastercard,Allison,Naples                      ,FL,United States,26.14167,-81.795
1/2/21,17:15:45,product8,659,Visa,Madison,Torbay,Auckland,New Zealand,-36.7,174.75
1/2/21,17:15:49,product7,1042,Mastercard,Nicole,South Melbourne,Victoria,Australia,-37.8333333,144.9666667
1/2/21,17:15:53,product6,442,Visa,Darian,Izmir,Izmir,Turkey,38.4072222,27.1502778
1/2/21,17:15:54,product6,442,Mastercard,Anneli,Houston                     ,TX,United States,29.76306,-95.36306
1/2/21,17:15:55,product5,544,Visa,Aline,Davis                       ,CA,United States,38.545,-121.73944
1/2/21,17:15:59,product8,659,Diners,Lesley,Cork,Cork,Ireland,51.8986111,-8.4958333
1/2/21,17:16:01,product5,544,Visa,Andrea,Bubuieci,Chisinau,Moldova,46.985,28.9425
1/2/21,17:16:01,product8,659,Diners,Alison,Hampton                     ,NJ,United States,40.70694,-74.95639
1/2/21,17:16:05,product1,824,Visa,Mary ,Auckland,Auckland,New Zealand,-36.8666667,174.7666667
1/2/21,17:16:09,product3,289,Diners,Brenda,Saffron Walden,England,United Kingdom,52.0166667,0.25
1/2/21,17:16:10,product6,442,Visa,James,Burpengary,Queensland,Australia,-27.1666667,152.95
1/2/21,17:16:12,product3,289,Diners,Petra,Bergen,Nordrhein-Westfalen,Germany,51.7166667,6.5
1/2/21,17:16:26,product8,659,Visa,Dave and Amy,Norfolk                     ,VA,United States,36.84667,-76.28556
1/2/21,17:16:27,product1,824,Mastercard,Diana,Kuala Lumpur,Kuala Lumpur,Malaysia,3.1666667,101.7
1/2/21,17:16:29,product9,49,Visa,Kate,Broadlands                  ,VA,United States,39.04361,-77.48778
1/2/21,17:16:31,product4,199,Visa,Jessica,Oldenburg,Lower Saxony,Germany,53.1666667,8.2
1/2/21,17:16:33,product3,289,Visa,gladys,Saint Albans,England,United Kingdom,51.75,-0.3333333
1/2/21,17:16:36,product3,289,Amex,Kelly,Reston                      ,VA,United States,38.96861,-77.34139
1/2/21,17:16:39,product3,289,Mastercard,Kate,Stockholm,Stockholm,Sweden,59.3333333,18.05
1/2/21,17:16:39,product6,442,Visa,Shiree,Clondalkin,Dublin,Ireland,53.3244444,-6.3972222
1/2/21,17:16:40,product8,659,Mastercard,Detlev,Taby,Stockholm,Sweden,59.5,18.05
1/2/21,17:16:44,product2,456,Visa,anissa,Slough,England,United Kingdom,51.5,-0.5833333
1/2/21,17:16:45,product9,49,Mastercard,David,Deptford                    ,NJ,United States,39.83806,-75.15306
1/2/21,17:16:45,product3,289,Visa,Amanda,Shenfield,England,United Kingdom,51.6166667,0.3166667
1/2/21,17:16:45,product3,289,Amex,amanda,Las Vegas                   ,NV,United States,36.175,-115.13639
1/2/21,17:16:50,product8,659,Visa,Julia,Ede,Gelderland,Netherlands,52.0333333,5.6666667
1/2/21,17:17:02,product7,1042,Mastercard,Damian,Mettlach,Saarland,Germany,49.5,6.6
1/2/21,17:17:10,product3,289,Mastercard,Rebecca,Norfolk                     ,VA,United States,36.84667,-76.28556
1/2/21,17:17:11,product9,49,Visa,Anna,Downey                      ,CA,United States,33.94,-118.13167
1/2/21,17:17:11,product9,49,Visa,Cormac,Freeport City,Freeport,The Bahamas,26.5333333,-78.7
1/2/21,17:17:15,product3,289,Amex,Rachel,Atascadero                  ,CA,United States,35.48944,-120.66972
1/2/21,17:17:24,product3,289,Visa,Jennifer,Drogheda,Louth,Ireland,53.7188889,-6.3477778
1/2/21,17:17:27,product8,659,Amex,Heloise ,Arlington                   ,VA,United States,38.89028,-77.08444
1/2/21,17:17:32,product7,1042,Amex,Joelle,Rowayton                    ,CT,United States,41.1175,-73.40833
1/2/21,17:17:36,product3,289,Diners,Isabelle,Shorewood                   ,MN,United States,44.90333,-93.56611
1/2/21,17:17:37,product4,199,Visa,Anushka,Maple Ridge District Municipality,British Columbia,Canada,49.25,-122.5
1/2/21,17:17:39,product2,456,Diners,Benoit,Fort Saint James,British Columbia,Canada,54.4333333,-124.25
1/2/21,17:17:42,product7,1042,Visa,carolien,Mashpee                     ,MA,United States,41.64833,-70.48167
1/2/21,17:17:48,product2,456,Visa,Danny,St Thomas                   ,VI,United States,18.35917,-64.92111
1/2/21,17:17:53,product6,442,Amex,Ruby,Bedford Corners             ,NY,United States,41.20417,-73.7275
1/2/21,17:17:59,product2,456,Visa,Sherri,Freienbach,Schwyz,Switzerland,47.2,8.75
1/2/21,17:18:01,product5,544,Visa,Alan,Malahide,Dublin,Ireland,53.4508333,-6.1544444
1/2/21,17:18:01,product5,544,Mastercard,Parth,Oegstgeest,Zuid-Holland,Netherlands,52.1833333,4.4666667
1/2/21,17:18:02,product1,824,Visa,camilla,Chicago                     ,IL,United States,41.85,-87.65
1/2/21,17:18:06,product2,456,Visa,Christian,Alexandria                  ,VA,United States,38.80472,-77.04722
1/2/21,17:18:06,product8,659,Amex,John,Chicago                     ,IL,United States,41.85,-87.65
1/2/21,17:18:07,product6,442,Visa,Nona,South Jordan                ,UT,United States,40.56222,-111.92889
1/2/21,17:18:07,product9,49,Amex,Kristen,Los Gatos                   ,CA,United States,37.22667,-121.97361
1/2/21,17:18:08,product6,442,Visa,Tracey,Saint Catharines,Ontario,Canada,43.1666667,-79.2333333
1/2/21,17:18:14,product3,289,Amex,Elizabeth,Okotoks,Alberta,Canada,50.7166667,-113.9666667
1/2/21,17:18:14,product6,442,Visa,John ,San Jose                    ,CA,United States,37.33944,-121.89389
1/2/21,17:18:15,product5,544,Mastercard,scott,Coconut Grove               ,FL,United States,25.71222,-80.25722
1/2/21,17:18:18,product1,824,Visa,Jessica,Kanata,Ontario,Canada,45.3333333,-75.9
1/2/21,17:18:23,product4,199,Visa,Sara,Perth City,Western Australia,Australia,-31.9333333,115.8333333
1/2/21,17:18:26,product3,289,Mastercard,Anna,New York                    ,NY,United States,40.71417,-74.00639
1/2/21,17:18:29,product6,442,Amex,Fatisha,Miami                       ,FL,United States,25.77389,-80.19389
1/2/21,17:18:31,product2,456,Mastercard,Alva and Martin,Great Falls                 ,VA,United States,38.99806,-77.28861
1/2/21,17:18:39,product8,659,Diners,Karin,High Wycombe,England,United Kingdom,51.6333333,-0.7666667
1/2/21,17:18:46,product9,49,Visa,Sylvia,Zekeriyakoy,Istanbul,Turkey,41.1980556,29.0302778
1/2/21,17:18:48,product9,49,Mastercard,Nicole,Simcoe,Ontario,Canada,42.8333333,-80.3
1/2/21,17:19:01,product6,442,Amex,Laura,San Anselmo                 ,CA,United States,37.97472,-122.56056
1/2/21,17:19:05,product3,289,Diners,Adam,Besancon,Franche-Comte,France,47.25,6.0333333
1/2/21,17:19:06,product5,544,Visa,Kristen,Binningen,Basel-Country,Switzerland,47.5333333,7.5666667
1/2/21,17:19:09,product8,659,Visa,Elaine,Vienna                      ,VA,United States,38.90111,-77.26556
1/2/21,17:19:12,product3,289,Visa,Courtney,Atchison                    ,KS,United States,39.56306,-95.12139
1/2/21,17:19:13,product6,442,Visa,Richard,Riverside                   ,NJ,United States,40.03222,-74.95778
1/2/21,17:19:14,product7,1042,Visa,Kofi,Vancouver,British Columbia,Canada,49.25,-123.1333333
1/2/21,17:19:24,product7,1042,Mastercard,Jerome,Madrid,Madrid,Spain,40.4,-3.6833333
1/2/21,17:19:31,product5,544,Visa,minjeong,Bern,Bern,Switzerland,46.9166667,7.4666667
1/2/21,17:19:36,product1,824,Visa,Chad,West Orange                 ,NJ,United States,40.79861,-74.23944
1/2/21,17:19:45,product9,49,Visa,stacy,Stuttgart,Baden-Wurttemberg,Germany,48.7666667,9.1833333
1/2/21,17:19:47,product5,544,Mastercard,Shane,Zurich,Zurich,Switzerland,47.3666667,8.55
1/2/21,17:19:51,product4,199,Diners,Janis,Ballynora,Cork,Ireland,51.8630556,-8.58
1/2/21,17:19:51,product7,1042,Visa,Gloria Gail ,Foxrock,Dublin,Ireland,53.2666667,-6.1741667
1/2/21,17:19:56,product3,289,Visa,Maryse,Rathfarnham,Dublin,Ireland,53.3005556,-6.2827778
1/2/21,17:19:58,product3,289,Amex,Leila,Ponte San Nicolo,Veneto,Italy,45.3666667,11.6166667
1/2/21,17:19:59,product1,824,Mastercard,Sarah,Ridgefield                  ,CT,United States,41.28139,-73.49861
1/2/21,17:20:09,product6,442,Visa,Katrine,North Tustin                ,CA,United States,33.76444,-117.79306
1/2/21,17:20:12,product6,442,Diners,john,New York                    ,NY,United States,40.71417,-74.00639
1/2/21,17:20:12,product6,442,Visa,Nicole,Mc Lean                     ,VA,United States,38.94222,-77.1825
1/2/21,17:20:16,product1,824,Mastercard,Scott,Den Haag,Zuid-Holland,Netherlands,52.0833333,4.3
1/2/21,17:20:16,product2,456,Mastercard,Niamh,Benoni,Gauteng,South Africa,-26.1833333,28.3166667
1/2/21,17:20:22,product2,456,Visa,Charlene,Calgary,Alberta,Canada,51.0833333,-114.0833333
1/2/21,17:20:26,product1,824,Visa,Vishpala,Margate                     ,FL,United States,26.30972,-80.2375
1/2/21,17:20:26,product8,659,Visa,Olivia,Wheaton                     ,IL,United States,41.86611,-88.10694
1/2/21,17:20:27,product6,442,Visa,chris,Gold Coast,Queensland,Australia,-28,153.4333333
1/2/21,17:20:27,product1,824,Mastercard,Cleo,Pacific Palisades           ,CA,United States,34.04806,-118.52556
1/2/21,17:20:27,product1,824,Mastercard,Piret,Bunbury,Western Australia,Australia,-33.3333333,115.6333333
1/2/21,17:20:36,product3,289,Amex,Larry,Naarden,Noord-Holland,Netherlands,52.3,5.15
1/2/21,17:20:38,product2,456,Visa,Heidi,Calgary,Alberta,Canada,51.0833333,-114.0833333
1/2/21,17:20:42,product5,544,Visa,seemab,San Pawl tat-Targa, ,Malta,35.9202778,14.4425
1/2/21,17:20:51,product4,199,Visa,Klara,Spring Lake Park            ,MN,United States,45.10778,-93.23778
1/2/21,17:20:52,product6,442,Diners,Hilde Karin,Las Vegas                   ,NV,United States,36.175,-115.13639
1/2/21,17:20:54,product4,199,Visa,jennifer,Phoenix                     ,AZ,United States,33.44833,-112.07333
1/2/21,17:20:59,product6,442,Amex,Fiona,Stamford                    ,CT,United States,41.05333,-73.53917
1/2/21,17:21:02,product1,824,Visa,Eleanor,Vancouver,British Columbia,Canada,49.25,-123.1333333
1/2/21,17:21:12,product2,456,Mastercard,JP,Tierp,Uppsala,Sweden,60.3333333,17.5
1/2/21,17:21:12,product9,49,Amex,dia,Claygate,England,United Kingdom,51.35,-0.35
1/2/21,17:21:21,product9,49,Visa,gail ,London,England,United Kingdom,51.52721,0.14559
1/2/21,17:21:21,product1,824,Mastercard,Tracey,Harold's Cross,Dublin,Ireland,53.3263889,-6.2947222
1/2/21,17:21:24,product1,824,Diners,Sarah,Santo Domingo City,Distrito Nacional,Dominican Republic,18.4666667,-69.9
1/2/21,17:21:26,product9,49,Visa,Sam,Tesvikiye,Istanbul,Turkey,40.6166667,29.0666667
1/2/21,17:21:26,product6,442,Mastercard,Christyna,Calgary,Alberta,Canada,51.0833333,-114.0833333
1/2/21,17:21:27,product3,289,Visa,Kasey,Aix-en-Provence,Provence-Alpes-Cote d'Azur,France,43.5333333,5.4333333
1/2/21,17:21:32,product4,199,Visa,Elizabeth,Calne,England,United Kingdom,51.4333333,-2
1/2/21,17:21:32,product4,199,Diners,Scott ,Sag Harbor                  ,NY,United States,40.99778,-72.29306
1/2/21,17:21:35,product3,289,Mastercard,Jamie,Houston                     ,TX,United States,29.76306,-95.36306
1/2/21,17:21:38,product1,824,Diners,Kayla,Leamington Spa,England,United Kingdom,52.3,-1.5333333
1/2/21,17:21:38,product9,49,Mastercard,Heather,Baluan,General Santos,Philippines,6.1036111,125.2163889
1/2/21,17:21:40,product1,824,Amex,Lucien,Wiesbaden,Hessen,Germany,50.0833333,8.25
1/2/21,17:21:41,product5,544,Diners,Karen,Roquefort,Provence-Alpes-Cote d'Azur,France,43.25,5.6166667
1/2/21,17:21:43,product1,824,Visa,Nacole,Milan,Lombardy,Italy,45.4666667,9.2
1/2/21,17:21:45,product4,199,Visa,Amy,Parramatta,New South Wales,Australia,-33.8166667,151
1/2/21,17:21:49,product9,49,Visa,Allison,Edinburgh,Scotland,United Kingdom,55.95,-3.2
1/2/21,17:21:50,product7,1042,Visa,prof,Gladwyne                    ,PA,United States,40.04056,-75.27944
1/2/21,17:21:54,product6,442,Visa,Whitney,Falmouth                    ,VA,United States,38.32389,-77.46861
1/2/21,17:22:03,product5,544,Visa,Liza,Dammeron Valley             ,UT,United States,37.1306,-113.6492
1/2/21,17:22:06,product2,456,Mastercard,Meredith,Kloten,Zurich,Switzerland,47.45,8.5833333
1/2/21,17:22:08,product6,442,Visa,Roza,Alcobendas,Madrid,Spain,40.5333333,-3.6333333
1/2/21,17:22:17,product3,289,Visa,Christiane ,Delray Beach                ,FL,United States,26.46111,-80.07306
1/2/21,17:22:20,product6,442,Mastercard,Aideen and Jonathan,Kecskemet,Bacs-Kiskun,Hungary,46.9,19.7833333
1/2/21,17:22:26,product3,289,Visa,Ronja,Manhattan                   ,NY,United States,40.71417,-74.00639
1/2/21,17:22:27,product3,289,Visa,Jenevieve,Guelph,Ontario,Canada,43.55,-80.25
1/2/21,17:22:30,product4,199,Amex,Cherish ,Anchorage                   ,AK,United States,61.21806,-149.90028
1/2/21,17:22:31,product9,49,Visa,Astrid,Altlengbach,Lower Austria,Austria,48.15,15.9166667
1/2/21,17:22:32,product1,824,Mastercard,Morgan,Coomera,Queensland,Australia,-27.8833333,153.3
1/2/21,17:22:34,product4,199,Mastercard,Brandi,Edmonton,Alberta,Canada,53.55,-113.5
1/2/21,17:22:35,product3,289,Visa,Mrs,Sunnyvale                   ,CA,United States,37.36889,-122.03528
1/2/21,17:22:39,product2,456,Diners,Miss,London,England,United Kingdom,51.52721,0.14559
1/2/21,17:22:41,product6,442,Visa,Gitte,Staten Island               ,NY,United States,40.63667,-74.15917
1/2/21,17:22:41,product4,199,Mastercard,Kelsi,Utrecht,Utrecht,Netherlands,52.0833333,5.1333333
1/2/21,17:22:46,product3,289,Visa,Chevonne,Athina,Attiki,Greece,37.9833333,23.7333333
1/2/21,17:22:48,product4,199,Visa,Katerina,Firenze,Tuscany,Italy,43.7666667,11.25
1/2/21,17:22:50,product6,442,Mastercard,Doug,Huntington                  ,NY,United States,40.86806,-73.42611
1/2/21,17:22:58,product4,199,Visa,elaine,Phuket,Phuket,Thailand,7.8833333,98.4
1/2/21,17:22:59,product8,659,Amex,leigh,Potomac Falls               ,VA,United States,39.05,-77.40111
1/2/21,17:23:00,product8,659,Diners,barbara,Hyderabad,Andhra Pradesh,India,17.3833333,78.4666667
1/2/21,17:23:01,product7,1042,Mastercard,Gloria Gail ,WalcProduct3ee,Tyrol,Austria,47.65,12.3166667
1/2/21,17:23:03,product4,199,Mastercard,Fleur,Peoria                      ,IL,United States,40.69361,-89.58889
1/2/21,17:23:15,product3,289,Mastercard,Lisa,Princeton                   ,NJ,United States,40.34861,-74.65944
1/2/21,17:23:17,product3,289,Visa,Fernando,Grosseto,Tuscany,Italy,42.7666667,11.1333333
1/2/21,17:23:19,product9,49,Diners,Jennifer,Nordstrand,Oslo,Norway,59.8608333,10.7905556
1/2/21,17:23:25,product6,442,Mastercard,Yoko,Andover                     ,MA,United States,42.65833,-71.1375
1/2/21,17:23:27,product1,824,Amex,R,Danderyd,Stockholm,Sweden,59.4166667,18.0166667
1/2/21,17:23:28,product8,659,Mastercard,Valda,Irvine                      ,CA,United States,33.66944,-117.82222
1/2/21,17:23:31,product6,442,Visa,Stacy,Rochester Hills             ,MI,United States,42.68056,-83.13389
1/2/21,17:23:32,product1,824,Visa,Rosemary,Cobham,England,United Kingdom,51.3833333,0.4
1/2/21,17:23:35,product5,544,Visa,shelby,Plantation                  ,FL,United States,26.12194,-80.14361
1/2/21,17:23:41,product4,199,Visa,Cheryl,New Malden,England,United Kingdom,51.4166667,-0.25
1/2/21,17:23:44,product7,1042,Visa,Shailesh,Joppa,MD,United States,39.43361,-76.35806
1/2/21,17:23:44,product9,49,Visa,amanda,Liverpool,England,United Kingdom,53.4166667,-3
1/2/21,17:23:44,product7,1042,Amex,kathleen kane,Jamaica Plain               ,MA,United States,42.30972,-71.12083
1/2/21,17:23:48,product9,49,Visa,Stephen,Calgary,Alberta,Canada,51.0833333,-114.0833333
1/2/21,17:23:53,product5,544,Mastercard,Dean,Rockingham,Western Australia,Australia,-32.2833333,115.7166667
1/2/21,17:23:59,product6,442,Mastercard,Patricia ,Portola Valley              ,CA,United States,37.38417,-122.23417
1/2/21,17:24:07,product5,544,Amex,Claire,Versoix,Geneve,Switzerland,46.2833333,6.1666667
1/2/21,17:24:08,product2,456,Visa,Katherine,Corrales                    ,NM,United States,35.23778,-106.60611
1/2/21,17:24:14,product5,544,Visa,Hale,Hawera,Taranaki,New Zealand,-39.5916667,174.2833333
1/2/21,17:24:16,product3,289,Visa,Elsa,Waiwera,Auckland,New Zealand,-36.55,174.7166667
1/2/21,17:24:35,product3,289,Mastercard,john,Glan-Munchweiler,Rhineland-Palatinate,Germany,49.4666667,7.4333333
1/2/21,17:24:35,product3,289,Visa,Niki,Chadds Ford                 ,PA,United States,39.87167,-75.59167
1/2/21,17:24:36,product1,824,Visa,Karina,Fort Lauderdale             ,FL,United States,26.12194,-80.14361
1/2/21,17:24:39,product8,659,Visa,Maria Macarena,Billings                    ,MT,United States,45.78333,-108.5
1/2/21,17:24:40,product9,49,Visa,Claire,Trumansburg                 ,NY,United States,42.54222,-76.66639
1/2/21,17:24:42,product2,456,Amex,Vanessa,Sandy Springs               ,GA,United States,33.92417,-84.37861
1/2/21,17:24:45,product1,824,Visa,Sean,Wantagh,NY,United States,40.68361,-73.51056
1/2/21,17:24:46,product6,442,Mastercard,Ignacio,Engleside                   ,VA,United States,38.80472,-77.04722
1/2/21,17:24:48,product3,289,Visa,Helen,Mechanics Grove             ,PA,United States,39.89694,-76.16389
1/2/21,17:24:51,product9,49,Visa,Maxine,Morton                      ,IL,United States,40.61278,-89.45917
1/2/21,17:25:03,product8,659,Visa,Dottie,Woodsboro                   ,MD,United States,39.53306,-77.315
1/2/21,17:25:09,product3,289,Mastercard,Michele,Buffalo                     ,NY,United States,42.88639,-78.87861
1/2/21,17:25:14,product6,442,Visa,Charlene ,Sebastopol                  ,CA,United States,38.40222,-122.82278
1/2/21,17:25:16,product8,659,Mastercard,Nuria,Superior                    ,CO,United States,39.97778,-105.13139
1/2/21,17:25:18,product7,1042,Mastercard,Terry,San Antonio                 ,TX,United States,29.42389,-98.49333
1/2/21,17:25:19,product7,1042,Visa,Crystal,Farmington,Michigan,United States,42.46444,-83.37639
1/2/21,17:25:24,product5,544,Amex,Christof and Heidi,Barcelona,Catalonia,Spain,41.3833333,2.1833333
1/2/21,17:25:26,product6,442,Visa,Kevin ,London,England,United Kingdom,51.52721,0.14559
1/2/21,17:25:26,product2,456,Mastercard,Mary,Stuttgart,Baden-Wurttemberg,Germany,48.7666667,9.1833333
1/2/21,17:25:31,product2,456,Mastercard,Trine Marie,Orillia,Ontario,Canada,44.6,-79.4166667
1/2/21,17:25:34,product8,659,Mastercard,Anke,Avalon,New South Wales,Australia,-33.6333333,151.3333333
1/2/21,17:25:40,product1,824,Visa,Zaneta ,Rochester                   ,MI,United States,42.68056,-83.13389
1/2/21,17:25:43,product4,199,Diners,Vanessa,Ithaca                      ,NY,United States,42.44056,-76.49694
1/2/21,17:25:44,product1,824,Amex,Mark,Holmdel                     ,NJ,United States,40.345,-74.18444
1/2/21,17:25:49,product3,289,Amex,Jocelyn,Bruxelles,Brussels (Bruxelles),Belgium,50.8333333,4.3333333
1/2/21,17:25:56,product4,199,Mastercard,Elena,New Rochelle                ,NY,United States,40.91139,-73.78278
1/2/21,17:25:57,product2,456,Mastercard,Tarah,San Jose                    ,CA,United States,37.33944,-121.89389
1/2/21,17:26:14,product6,442,Visa,Kim,Seattle                     ,WA,United States,47.60639,-122.33083
1/2/21,17:26:24,product3,289,Mastercard,lorna,Castle Rock                 ,CO,United States,39.37222,-104.85556
1/2/21,17:26:41,product8,659,Diners,esther,Huddersfield,England,United Kingdom,53.65,-1.7833333
1/2/21,17:26:43,product5,544,Visa,Ann,Austin                      ,TX,United States,30.26694,-97.74278
1/2/21,17:26:43,product1,824,Amex,Ruth,Saskatoon,Saskatchewan,Canada,52.1333333,-106.6666667
1/2/21,17:26:45,product6,442,Visa,Pam,London,England,United Kingdom,51.52721,0.14559
1/2/21,17:26:46,product1,824,Mastercard,Pavel,London,England,United Kingdom,51.51334,-0.08895
1/2/21,17:26:48,product9,49,Mastercard,Barbara,La Crescenta                ,CA,United States,34.22417,-118.23917
1/2/21,17:26:48,product2,456,Amex,Brittany,Orlando                     ,FL,United States,28.53806,-81.37944
1/2/21,17:26:49,product2,456,Visa,jingyan,Bristol                     ,RI,United States,41.67694,-71.26667
1/2/21,17:26:53,product3,289,Mastercard,Daria,George Town, ,Cayman Isls,19.3,-81.3833333
1/2/21,17:26:56,product4,199,Visa,Michael,Pietermaritzburg,KwaZulu-Natal,South Africa,-29.6166667,30.3833333
1/2/21,17:27:00,product4,199,Visa,Marlene,Edgewood                    ,WA,United States,47.25028,-122.2925
1/2/21,17:27:01,product4,199,Mastercard,Pia ,Sola,Rogaland,Norway,58.8833333,5.6
1/2/21,17:27:08,product6,442,Visa,Djeiny,Rockville                   ,MD,United States,39.01806,-77.20889
1/2/21,17:27:11,product6,442,Amex,Beatriz,Centerport                  ,NY,United States,40.88528,-73.37667
1/2/21,17:27:12,product7,1042,Visa,Pam and Rob,Yorba Linda                 ,CA,United States,33.88861,-117.81222
1/2/21,17:27:12,product6,442,Visa,Lauren,Hradec Kralove,East Bohemia,Czech Republic,50.2116667,15.8441667
1/2/21,17:27:17,product5,544,Visa,Jasinta Jeanne,Owings Mills                ,MD,United States,39.41944,-76.78056
1/2/21,17:27:18,product5,544,Visa,SUSAN,Oxford,England,United Kingdom,51.75,-1.25
1/2/21,17:27:18,product7,1042,Mastercard,Tina,Anglesea,Victoria,Australia,-38.4166667,144.1666667
1/2/21,17:27:20,product5,544,Visa,Emillie,Eagan                       ,MN,United States,44.80417,-93.16667
1/2/21,17:27:23,product4,199,Visa,Stephanie,Brussels,Brussels (Bruxelles),Belgium,50.8333333,4.3333333
1/2/21,17:27:24,product7,1042,Amex,Elizabeth ,Bluffton                    ,SC,United States,32.23694,-80.86056
1/2/21,17:27:30,product5,544,Mastercard,Veronique,Fresno                      ,TX,United States,29.53861,-95.44722
1/2/21,17:27:33,product4,199,Visa,Cameron,Rungsted,Frederiksborg,Denmark,55.8841667,12.5419444
1/2/21,17:27:43,product6,442,Amex,Jeremy,London,England,United Kingdom,51.52721,0.14559
1/2/21,17:27:44,product7,1042,Mastercard,anne,Bournemouth,England,United Kingdom,50.7166667,-1.8833333
1/2/21,17:27:52,product1,824,Visa,Frank and Christelle,Valley Center               ,CA,United States,33.21833,-117.03333
1/2/21,17:27:58,product3,289,Visa,christal,Morrison                    ,CO,United States,39.65361,-105.19056
1/2/21,17:28:00,product6,442,Mastercard,Carmela,Hannover,Lower Saxony,Germany,52.3666667,9.7166667
1/2/21,17:28:02,product4,199,Mastercard,Nicole,Fayetteville                ,NC,United States,35.0525,-78.87861
1/2/21,17:28:06,product5,544,Mastercard,Sharon,Ajax,Ontario,Canada,43.85,-79.0166667
1/2/21,17:28:06,product8,659,Visa,Frances,San Diego                   ,CA,United States,32.71528,-117.15639
1/2/21,17:28:10,product9,49,Visa,Sabine,London,England,United Kingdom,51.52721,0.14559
1/2/21,17:28:11,product5,544,Visa,Aniko,Random Lake                 ,WI,United States,43.55222,-87.96167
1/2/21,17:28:12,product5,544,Visa,Aidan,Chatou,Ile-de-France,France,48.8833333,2.15
1/2/21,17:28:16,product5,544,Visa,Christine,Antwerpen,Antwerpen,Belgium,51.2166667,4.4166667
1/2/21,17:28:16,product9,49,Mastercard,Nathalie,Haymarket                   ,VA,United States,38.81194,-77.63667
1/2/21,17:28:18,product3,289,Mastercard,simone,Kobenhavn,Kobenhavn,Denmark,55.6666667,12.5833333
1/2/21,17:28:23,product9,49,Visa,Margaret,Terrell Hills               ,TX,United States,29.42389,-98.49333
1/2/21,17:28:30,product1,824,Amex,Ritz,Pittsfield                  ,VT,United States,43.77222,-72.81333
1/2/21,17:28:35,product9,49,Amex,Tary,Zug,Zug,Switzerland,47.1666667,8.5166667
1/2/21,17:28:36,product4,199,Mastercard,valerie et nicolas,Glenn Dale                  ,MD,United States,38.9875,-76.82083
1/2/21,17:28:36,product9,49,Visa,Elyssa,Gdansk,Pomorskie,Poland,54.35,18.6666667
1/2/21,17:28:37,product7,1042,Visa,Jessica,Toronto,Ontario,Canada,43.6666667,-79.4166667
1/2/21,17:28:44,product5,544,Visa,Craig,Seattle                     ,WA,United States,47.60639,-122.33083
1/2/21,17:28:46,product5,544,Amex,Christophe,Temecula                    ,CA,United States,33.49361,-117.1475
1/2/21,17:28:50,product8,659,Visa,Dez,Al 'Adliyah,Al Manamah,Bahrain,26.2172222,50.5405556
1/2/21,17:28:52,product7,1042,Visa,nicole,Oslo,Oslo,Norway,59.9166667,10.75
1/2/21,17:28:52,product3,289,Visa,Ann,Brisbane,Queensland,Australia,-27.5,153.0166667
1/2/21,17:28:54,product2,456,Diners,Maja,Hoschton                    ,GA,United States,34.09639,-83.76139
1/2/21,17:29:00,product1,824,Visa,Abdul-L,New York                    ,NY,United States,40.71417,-74.00639
1/2/21,17:29:04,product9,49,Visa,samuel,Saddle Brook                ,NJ,United States,40.89889,-74.09306
